item_id;pedido_id;produto_id;quantidade;preco_unitario
6568;2236;9;3;12.0
6569;2237;3;1;20.0
6570;2237;13;1;7.5
6571;2237;2;1;18.0
6572;2237;8;1;3.5
6573;2238;4;3;22.0
6574;2238;13;3;7.5
6575;2238;7;2;7.0
6576;2238;11;2;10.0
6577;2239;5;1;25.0
6578;2239;5;3;25.0
6579;2240;9;3;12.0
6580;2240;1;1;15.0
6581;2241;10;3;8.0
6582;2241;2;1;18.0
6583;2242;11;1;10.0
6584;2242;1;2;15.0
6585;2242;2;3;18.0
6586;2242;5;3;25.0
6587;2243;5;1;25.0
6588;2244;4;3;22.0
6589;2244;9;2;12.0
6590;2245;8;2;3.5
6591;2245;5;1;25.0
6592;2245;11;3;10.0
6593;2246;9;3;12.0
6594;2247;11;2;10.0
6595;2247;8;2;3.5
6596;2247;12;3;9.0
6597;2248;6;2;5.0
6598;2249;6;3;5.0
6599;2249;4;1;22.0
6600;2250;13;1;7.5
6601;2250;1;1;15.0
6602;2250;8;2;3.5
6603;2250;11;2;10.0
6604;2250;8;1;3.5
6605;2251;7;1;7.0
6606;2251;11;3;10.0
6607;2252;10;1;8.0
6608;2252;10;2;8.0
6609;2252;4;1;22.0
6610;2252;6;1;5.0
6611;2253;7;1;7.0
6612;2253;8;1;3.5
6613;2253;5;2;25.0
6614;2253;4;3;22.0
6615;2254;13;3;7.5
6616;2255;11;1;10.0
6617;2255;1;1;15.0
6618;2255;7;3;7.0
6619;2255;11;1;10.0
6620;2256;1;2;15.0
6621;2256;2;1;18.0
6622;2257;7;3;7.0
6623;2257;11;3;10.0
6624;2257;3;3;20.0
6625;2258;10;3;8.0
6626;2258;11;1;10.0
6627;2259;8;1;3.5
6628;2260;1;2;15.0
6629;2260;5;2;25.0
6630;2260;9;2;12.0
6631;2260;13;2;7.5
6632;2261;7;3;7.0
6633;2261;11;1;10.0
6634;2261;2;1;18.0
6635;2262;6;1;5.0
6636;2262;13;3;7.5
6637;2262;1;2;15.0
6638;2262;8;1;3.5
6639;2262;4;1;22.0
6640;2263;3;1;20.0
6641;2263;1;1;15.0
6642;2263;13;2;7.5
6643;2264;1;3;15.0
6644;2264;11;1;10.0
6645;2264;4;3;22.0
6646;2265;6;3;5.0
6647;2265;12;3;9.0
6648;2266;1;1;15.0
6649;2266;7;3;7.0
6650;2266;10;3;8.0
6651;2266;13;3;7.5
6652;2266;6;3;5.0
6653;2267;4;2;22.0
6654;2268;5;1;25.0
6655;2269;13;2;7.5
6656;2269;10;1;8.0
6657;2269;4;1;22.0
6658;2270;6;1;5.0
6659;2270;10;2;8.0
6660;2270;10;1;8.0
6661;2271;7;3;7.0
6662;2271;1;3;15.0
6663;2271;6;2;5.0
6664;2271;9;2;12.0
6665;2272;5;2;25.0
6666;2272;9;1;12.0
6667;2272;7;1;7.0
6668;2272;13;1;7.5
6669;2272;6;1;5.0
6670;2273;11;3;10.0
6671;2273;10;2;8.0
6672;2273;4;1;22.0
6673;2274;7;2;7.0
6674;2274;11;2;10.0
6675;2274;11;3;10.0
6676;2274;3;3;20.0
6677;2275;4;3;22.0
6678;2275;11;3;10.0
6679;2275;1;3;15.0
6680;2275;13;2;7.5
6681;2275;8;3;3.5
6682;2276;7;2;7.0
6683;2277;4;2;22.0
6684;2277;4;2;22.0
6685;2277;12;2;9.0
6686;2277;13;1;7.5
6687;2278;6;1;5.0
6688;2278;12;2;9.0
6689;2278;8;1;3.5
6690;2278;9;1;12.0
6691;2278;10;2;8.0
6692;2279;12;2;9.0
6693;2279;10;2;8.0
6694;2279;7;1;7.0
6695;2279;3;1;20.0
6696;2280;6;1;5.0
6697;2280;10;1;8.0
6698;2280;4;3;22.0
6699;2281;4;2;22.0
6700;2281;1;2;15.0
6701;2282;7;3;7.0
6702;2283;1;3;15.0
6703;2283;12;3;9.0
6704;2283;1;1;15.0
6705;2284;11;2;10.0
6706;2284;12;3;9.0
6707;2284;12;3;9.0
6708;2285;5;1;25.0
6709;2285;8;2;3.5
6710;2285;4;1;22.0
6711;2285;12;3;9.0
6712;2285;4;3;22.0
6713;2286;12;2;9.0
6714;2286;10;1;8.0
6715;2286;4;1;22.0
6716;2286;10;1;8.0
6717;2287;11;1;10.0
6718;2288;8;3;3.5
6719;2288;10;2;8.0
6720;2288;2;1;18.0
6721;2289;9;2;12.0
6722;2289;6;3;5.0
6723;2289;7;1;7.0
6724;2289;13;1;7.5
6725;2289;5;2;25.0
6726;2290;9;2;12.0
6727;2291;4;2;22.0
6728;2291;2;3;18.0
6729;2291;3;2;20.0
6730;2291;12;2;9.0
6731;2292;2;2;18.0
6732;2292;2;2;18.0
6733;2292;1;3;15.0
6734;2293;7;1;7.0
6735;2293;13;3;7.5
6736;2293;8;1;3.5
6737;2294;11;1;10.0
6738;2294;4;2;22.0
6739;2294;5;1;25.0
6740;2295;2;2;18.0
6741;2296;7;1;7.0
6742;2297;10;3;8.0
6743;2298;3;3;20.0
6744;2299;5;3;25.0
6745;2299;4;3;22.0
6746;2299;10;3;8.0
6747;2299;11;3;10.0
6748;2299;1;1;15.0
6749;2300;11;1;10.0
6750;2300;1;2;15.0
6751;2301;12;2;9.0
6752;2301;13;2;7.5
6753;2301;2;2;18.0
6754;2301;9;2;12.0
6755;2301;11;3;10.0
6756;2302;12;3;9.0
6757;2302;1;2;15.0
6758;2302;6;2;5.0
6759;2303;12;1;9.0
6760;2303;8;1;3.5
6761;2303;12;1;9.0
6762;2303;12;3;9.0
6763;2303;1;1;15.0
6764;2304;2;2;18.0
6765;2304;7;2;7.0
6766;2304;13;3;7.5
6767;2304;9;1;12.0
6768;2305;12;1;9.0
6769;2306;3;2;20.0
6770;2306;6;2;5.0
6771;2306;2;1;18.0
6772;2306;13;3;7.5
6773;2307;13;2;7.5
6774;2307;12;2;9.0
6775;2307;13;2;7.5
6776;2307;13;1;7.5
6777;2308;1;3;15.0
6778;2308;8;1;3.5
6779;2308;10;2;8.0
6780;2309;2;2;18.0
6781;2310;2;3;18.0
6782;2310;8;1;3.5
6783;2310;7;3;7.0
6784;2310;4;1;22.0
6785;2311;9;1;12.0
6786;2311;1;3;15.0
6787;2311;7;3;7.0
6788;2312;2;3;18.0
6789;2313;8;1;3.5
6790;2313;5;3;25.0
6791;2314;9;2;12.0
6792;2314;4;2;22.0
6793;2314;13;1;7.5
6794;2315;10;2;8.0
6795;2315;4;1;22.0
6796;2315;7;1;7.0
6797;2315;3;3;20.0
6798;2315;6;2;5.0
6799;2316;8;3;3.5
6800;2317;12;1;9.0
6801;2317;8;3;3.5
6802;2317;1;2;15.0
6803;2317;7;3;7.0
6804;2318;10;3;8.0
6805;2318;8;3;3.5
6806;2318;13;3;7.5
6807;2318;8;3;3.5
6808;2319;2;1;18.0
6809;2319;1;1;15.0
6810;2319;11;2;10.0
6811;2319;3;1;20.0
6812;2319;6;2;5.0
6813;2320;7;1;7.0
6814;2320;4;3;22.0
6815;2320;11;3;10.0
6816;2320;3;3;20.0
6817;2320;12;3;9.0
6818;2321;1;1;15.0
6819;2321;4;3;22.0
6820;2321;12;3;9.0
6821;2321;5;2;25.0
6822;2322;6;2;5.0
6823;2323;4;1;22.0
6824;2323;8;3;3.5
6825;2323;3;3;20.0
6826;2324;4;1;22.0
6827;2324;10;1;8.0
6828;2324;6;3;5.0
6829;2324;11;1;10.0
6830;2324;12;2;9.0
6831;2325;6;2;5.0
6832;2325;8;3;3.5
6833;2325;8;3;3.5
6834;2325;10;2;8.0
6835;2325;2;3;18.0
6836;2326;13;1;7.5
6837;2326;10;2;8.0
6838;2326;3;1;20.0
6839;2326;2;2;18.0
6840;2326;5;3;25.0
6841;2327;10;2;8.0
6842;2327;1;2;15.0
6843;2328;2;2;18.0
6844;2329;4;1;22.0
6845;2330;3;3;20.0
6846;2331;8;2;3.5
6847;2332;7;2;7.0
6848;2333;11;2;10.0
6849;2333;6;2;5.0
6850;2333;6;3;5.0
6851;2333;7;1;7.0
6852;2334;3;1;20.0
6853;2334;8;1;3.5
6854;2334;4;2;22.0
6855;2334;3;2;20.0
6856;2334;1;3;15.0
6857;2335;6;1;5.0
6858;2335;2;1;18.0
6859;2335;10;3;8.0
6860;2335;7;1;7.0
6861;2336;10;1;8.0
6862;2336;3;3;20.0
6863;2337;3;2;20.0
6864;2337;9;2;12.0
6865;2337;9;2;12.0
6866;2338;4;3;22.0
6867;2338;8;2;3.5
6868;2338;5;1;25.0
6869;2338;12;1;9.0
6870;2338;1;1;15.0
6871;2339;7;3;7.0
6872;2339;9;2;12.0
6873;2340;5;3;25.0
6874;2340;10;3;8.0
6875;2340;12;2;9.0
6876;2340;10;1;8.0
6877;2341;5;3;25.0
6878;2341;4;2;22.0
6879;2341;9;3;12.0
6880;2342;7;3;7.0
6881;2342;4;3;22.0
6882;2343;1;1;15.0
6883;2343;9;1;12.0
6884;2343;8;1;3.5
6885;2344;5;3;25.0
6886;2344;2;2;18.0
6887;2345;6;2;5.0
6888;2345;11;3;10.0
6889;2345;12;2;9.0
6890;2345;8;2;3.5
6891;2346;1;3;15.0
6892;2346;4;2;22.0
6893;2346;8;1;3.5
6894;2347;13;1;7.5
6895;2347;11;2;10.0
6896;2348;11;2;10.0
6897;2348;10;3;8.0
6898;2348;7;3;7.0
6899;2348;7;1;7.0
6900;2349;5;3;25.0
6901;2349;2;3;18.0
6902;2349;8;3;3.5
6903;2349;4;2;22.0
6904;2349;3;3;20.0
6905;2350;3;3;20.0
6906;2350;9;2;12.0
6907;2350;1;1;15.0
6908;2350;6;2;5.0
6909;2351;10;2;8.0
6910;2351;6;3;5.0
6911;2351;13;1;7.5
6912;2351;8;3;3.5
6913;2352;12;3;9.0
6914;2352;10;1;8.0
6915;2352;12;3;9.0
6916;2352;8;3;3.5
6917;2352;9;3;12.0
6918;2353;11;2;10.0
6919;2353;2;2;18.0
6920;2353;2;3;18.0
6921;2353;13;3;7.5
6922;2354;12;3;9.0
6923;2354;11;1;10.0
6924;2354;10;1;8.0
6925;2354;12;3;9.0
6926;2354;10;1;8.0
6927;2355;3;3;20.0
6928;2355;12;3;9.0
6929;2355;12;1;9.0
6930;2355;9;2;12.0
6931;2355;11;2;10.0
6932;2356;5;3;25.0
6933;2356;6;2;5.0
6934;2356;12;3;9.0
6935;2356;2;2;18.0
6936;2356;11;1;10.0
6937;2357;1;1;15.0
6938;2357;9;3;12.0
6939;2358;12;2;9.0
6940;2358;13;3;7.5
6941;2358;13;1;7.5
6942;2359;12;1;9.0
6943;2359;9;1;12.0
6944;2360;1;2;15.0
6945;2360;11;1;10.0
6946;2360;8;1;3.5
6947;2360;9;3;12.0
6948;2360;9;2;12.0
6949;2361;4;3;22.0
6950;2361;10;3;8.0
6951;2361;11;2;10.0
6952;2362;4;1;22.0
6953;2362;4;2;22.0
6954;2362;5;3;25.0
6955;2363;13;1;7.5
6956;2363;7;2;7.0
6957;2363;6;3;5.0
6958;2363;11;1;10.0
6959;2363;11;1;10.0
6960;2364;7;3;7.0
6961;2364;2;3;18.0
6962;2364;5;1;25.0
6963;2365;9;2;12.0
6964;2365;1;3;15.0
6965;2365;10;2;8.0
6966;2366;7;1;7.0
6967;2366;7;3;7.0
6968;2367;4;1;22.0
6969;2367;2;2;18.0
6970;2367;5;1;25.0
6971;2368;1;3;15.0
6972;2368;9;2;12.0
6973;2368;5;3;25.0
6974;2368;4;2;22.0
6975;2368;3;1;20.0
6976;2369;5;3;25.0
6977;2370;1;1;15.0
6978;2371;7;1;7.0
6979;2372;5;3;25.0
6980;2372;4;1;22.0
6981;2372;7;3;7.0
6982;2372;1;1;15.0
6983;2372;7;2;7.0
6984;2373;4;2;22.0
6985;2374;4;1;22.0
6986;2374;6;3;5.0
6987;2375;13;1;7.5
6988;2375;2;2;18.0
6989;2375;6;1;5.0
6990;2375;4;2;22.0
6991;2375;13;1;7.5
6992;2376;10;3;8.0
6993;2376;11;3;10.0
6994;2376;7;2;7.0
6995;2376;7;2;7.0
6996;2376;4;2;22.0
6997;2377;11;1;10.0
6998;2377;4;3;22.0
6999;2377;6;1;5.0
7000;2377;4;2;22.0
7001;2377;5;2;25.0
7002;2378;13;1;7.5
7003;2378;4;1;22.0
7004;2378;6;2;5.0
7005;2379;10;3;8.0
7006;2379;12;3;9.0
7007;2379;13;3;7.5
7008;2380;3;3;20.0
7009;2380;9;1;12.0
7010;2380;10;2;8.0
7011;2381;7;3;7.0
7012;2381;3;2;20.0
7013;2381;6;1;5.0
7014;2381;11;1;10.0
7015;2382;9;2;12.0
7016;2382;1;3;15.0
7017;2383;8;2;3.5
7018;2383;5;1;25.0
7019;2383;7;2;7.0
7020;2383;9;1;12.0
7021;2383;1;2;15.0
7022;2384;5;2;25.0
7023;2384;9;1;12.0
7024;2384;5;3;25.0
7025;2384;9;1;12.0
7026;2384;9;1;12.0
7027;2385;12;1;9.0
7028;2385;2;1;18.0
7029;2385;12;2;9.0
7030;2386;10;3;8.0
7031;2386;3;1;20.0
7032;2386;1;1;15.0
7033;2386;1;1;15.0
7034;2386;3;2;20.0
7035;2387;11;3;10.0
7036;2387;7;1;7.0
7037;2387;5;3;25.0
7038;2387;6;1;5.0
7039;2387;7;2;7.0
7040;2388;9;3;12.0
7041;2389;11;2;10.0
7042;2389;12;1;9.0
7043;2389;3;1;20.0
7044;2389;5;2;25.0
7045;2389;5;1;25.0
7046;2390;7;3;7.0
7047;2390;10;1;8.0
7048;2390;11;1;10.0
7049;2390;7;3;7.0
7050;2391;13;3;7.5
7051;2391;13;3;7.5
7052;2391;8;2;3.5
7053;2392;4;3;22.0
7054;2392;3;3;20.0
7055;2393;4;3;22.0
7056;2393;9;2;12.0
7057;2394;4;2;22.0
7058;2395;5;3;25.0
7059;2395;13;2;7.5
7060;2396;11;3;10.0
7061;2396;12;3;9.0
7062;2397;11;1;10.0
7063;2397;9;3;12.0
7064;2397;13;3;7.5
7065;2398;12;2;9.0
7066;2398;8;3;3.5
7067;2398;13;1;7.5
7068;2399;3;1;20.0
7069;2399;9;1;12.0
7070;2399;13;2;7.5
7071;2399;4;2;22.0
7072;2400;6;2;5.0
7073;2401;2;1;18.0
7074;2401;3;3;20.0
7075;2402;1;2;15.0
7076;2402;7;2;7.0
7077;2402;13;2;7.5
7078;2402;2;1;18.0
7079;2403;8;1;3.5
7080;2404;11;2;10.0
7081;2404;13;1;7.5
7082;2405;2;1;18.0
7083;2405;10;2;8.0
7084;2406;2;2;18.0
7085;2406;1;2;15.0
7086;2406;1;1;15.0
7087;2407;5;3;25.0
7088;2407;5;1;25.0
7089;2407;1;2;15.0
7090;2407;2;3;18.0
7091;2407;7;2;7.0
7092;2408;13;1;7.5
7093;2409;11;1;10.0
7094;2409;4;1;22.0
7095;2410;5;2;25.0
7096;2411;7;3;7.0
7097;2411;5;2;25.0
7098;2411;10;1;8.0
7099;2411;1;3;15.0
7100;2412;13;2;7.5
7101;2412;3;2;20.0
7102;2412;12;3;9.0
7103;2412;1;3;15.0
7104;2413;4;3;22.0
7105;2413;9;2;12.0
7106;2413;7;1;7.0
7107;2413;13;3;7.5
7108;2413;6;1;5.0
7109;2414;2;3;18.0
7110;2414;6;1;5.0
7111;2415;2;2;18.0
7112;2415;9;1;12.0
7113;2415;1;3;15.0
7114;2416;11;1;10.0
7115;2416;11;3;10.0
7116;2417;4;3;22.0
7117;2418;6;2;5.0
7118;2418;5;1;25.0
7119;2418;13;2;7.5
7120;2418;5;1;25.0
7121;2419;2;2;18.0
7122;2420;10;3;8.0
7123;2420;5;2;25.0
7124;2420;2;1;18.0
7125;2420;4;2;22.0
7126;2420;1;3;15.0
7127;2421;5;2;25.0
7128;2421;8;3;3.5
7129;2421;4;2;22.0
7130;2421;2;2;18.0
7131;2422;10;2;8.0
7132;2422;12;2;9.0
7133;2422;5;2;25.0
7134;2423;10;1;8.0
7135;2423;3;3;20.0
7136;2423;9;2;12.0
7137;2423;7;1;7.0
7138;2424;3;2;20.0
7139;2424;5;1;25.0
7140;2425;13;1;7.5
7141;2425;1;3;15.0
7142;2426;11;3;10.0
7143;2426;8;2;3.5
7144;2426;2;3;18.0
7145;2426;13;2;7.5
7146;2427;11;3;10.0
7147;2427;10;2;8.0
7148;2427;10;2;8.0
7149;2427;8;2;3.5
7150;2427;7;1;7.0
7151;2428;2;3;18.0
7152;2428;12;1;9.0
7153;2429;10;3;8.0
7154;2429;11;2;10.0
7155;2430;6;2;5.0
7156;2430;3;1;20.0
7157;2430;9;3;12.0
7158;2431;8;3;3.5
7159;2431;12;2;9.0
7160;2431;5;2;25.0
7161;2431;11;3;10.0
7162;2432;8;2;3.5
7163;2432;10;2;8.0
7164;2433;3;1;20.0
7165;2433;13;2;7.5
7166;2433;5;1;25.0
7167;2433;11;1;10.0
7168;2433;4;1;22.0
7169;2434;2;3;18.0
7170;2435;7;1;7.0
7171;2435;8;1;3.5
7172;2435;6;2;5.0
7173;2435;7;2;7.0
7174;2436;3;3;20.0
7175;2436;5;1;25.0
7176;2436;1;1;15.0
7177;2437;9;2;12.0
7178;2437;6;2;5.0
7179;2438;7;2;7.0
7180;2438;2;1;18.0
7181;2438;10;1;8.0
7182;2438;13;1;7.5
7183;2438;12;1;9.0
7184;2439;13;2;7.5
7185;2439;8;1;3.5
7186;2439;2;1;18.0
7187;2439;8;2;3.5
7188;2440;5;3;25.0
7189;2440;6;1;5.0
7190;2440;12;2;9.0
7191;2440;7;2;7.0
7192;2440;9;1;12.0
7193;2441;2;2;18.0
7194;2441;7;2;7.0
7195;2441;5;3;25.0
7196;2441;13;1;7.5
7197;2441;4;3;22.0
7198;2442;7;2;7.0
7199;2442;3;2;20.0
7200;2442;1;2;15.0
7201;2443;10;1;8.0
7202;2443;11;3;10.0
7203;2443;13;3;7.5
7204;2443;12;3;9.0
7205;2444;1;3;15.0
7206;2444;4;3;22.0
7207;2445;10;1;8.0
7208;2445;3;3;20.0
7209;2445;5;2;25.0
7210;2446;10;2;8.0
7211;2446;9;3;12.0
7212;2447;5;2;25.0
7213;2448;3;2;20.0
7214;2448;2;1;18.0
7215;2448;2;3;18.0
7216;2448;9;2;12.0
7217;2448;9;2;12.0
7218;2449;13;1;7.5
7219;2450;2;3;18.0
7220;2450;13;1;7.5
7221;2450;9;2;12.0
7222;2450;10;1;8.0
7223;2450;3;3;20.0
7224;2451;9;1;12.0
7225;2451;13;2;7.5
7226;2451;13;3;7.5
7227;2452;12;3;9.0
7228;2452;1;2;15.0
7229;2453;2;3;18.0
7230;2453;3;2;20.0
7231;2454;6;1;5.0
7232;2454;3;2;20.0
7233;2454;5;3;25.0
7234;2455;4;2;22.0
7235;2455;12;1;9.0
7236;2455;6;1;5.0
7237;2455;12;3;9.0
7238;2456;9;2;12.0
7239;2457;13;2;7.5
7240;2458;7;2;7.0
7241;2458;6;2;5.0
7242;2459;7;3;7.0
7243;2459;2;1;18.0
7244;2460;4;2;22.0
7245;2460;7;3;7.0
7246;2461;12;3;9.0
7247;2461;7;2;7.0
7248;2461;13;3;7.5
7249;2462;6;1;5.0
7250;2462;8;2;3.5
7251;2462;13;3;7.5
7252;2462;1;2;15.0
7253;2463;4;1;22.0
7254;2464;7;2;7.0
7255;2464;5;3;25.0
7256;2464;4;2;22.0
7257;2464;2;1;18.0
7258;2464;4;2;22.0
7259;2465;11;1;10.0
7260;2465;11;2;10.0
7261;2465;11;3;10.0
7262;2466;10;3;8.0
7263;2467;2;1;18.0
7264;2467;13;3;7.5
7265;2467;3;3;20.0
7266;2467;8;3;3.5
7267;2468;10;1;8.0
7268;2468;8;1;3.5
7269;2468;12;2;9.0
7270;2469;5;3;25.0
7271;2470;5;1;25.0
7272;2470;9;1;12.0
7273;2470;6;1;5.0
7274;2471;4;1;22.0
7275;2472;13;3;7.5
7276;2473;8;2;3.5
7277;2473;12;3;9.0
7278;2473;5;2;25.0
7279;2473;4;1;22.0
7280;2474;10;1;8.0
7281;2474;13;2;7.5
7282;2474;13;2;7.5
7283;2474;8;3;3.5
7284;2474;3;2;20.0
7285;2475;4;1;22.0
7286;2475;12;3;9.0
7287;2475;10;1;8.0
7288;2475;13;3;7.5
7289;2476;2;3;18.0
7290;2477;2;1;18.0
7291;2477;7;3;7.0
7292;2477;3;2;20.0
7293;2478;9;2;12.0
7294;2478;7;3;7.0
7295;2478;3;1;20.0
7296;2478;1;1;15.0
7297;2479;11;2;10.0
7298;2479;3;1;20.0
7299;2479;6;2;5.0
7300;2479;8;3;3.5
7301;2479;6;2;5.0
7302;2480;3;1;20.0
7303;2481;9;2;12.0
7304;2481;7;3;7.0
7305;2481;12;1;9.0
7306;2481;4;3;22.0
7307;2482;10;2;8.0
7308;2482;5;3;25.0
7309;2482;13;2;7.5
7310;2482;5;2;25.0
7311;2483;3;3;20.0
7312;2483;13;1;7.5
7313;2483;7;2;7.0
7314;2483;1;2;15.0
7315;2484;1;2;15.0
7316;2484;1;1;15.0
7317;2484;5;3;25.0
7318;2484;12;2;9.0
7319;2485;5;3;25.0
7320;2485;1;3;15.0
7321;2485;6;2;5.0
7322;2486;5;2;25.0
7323;2486;12;1;9.0
7324;2486;11;2;10.0
7325;2486;1;1;15.0
7326;2486;11;3;10.0
7327;2487;9;2;12.0
7328;2487;8;3;3.5
7329;2487;11;1;10.0
7330;2487;9;1;12.0
7331;2487;8;1;3.5
7332;2488;1;3;15.0
7333;2489;3;1;20.0
7334;2489;5;2;25.0
7335;2490;2;3;18.0
7336;2490;9;1;12.0
7337;2490;8;2;3.5
7338;2491;4;2;22.0
7339;2492;4;1;22.0
7340;2493;12;3;9.0
7341;2493;2;3;18.0
7342;2493;2;3;18.0
7343;2493;2;1;18.0
7344;2494;3;2;20.0
7345;2494;7;3;7.0
7346;2495;11;1;10.0
7347;2495;11;2;10.0
7348;2496;12;1;9.0
7349;2496;4;2;22.0
7350;2496;13;1;7.5
7351;2497;10;1;8.0
7352;2497;7;3;7.0
7353;2498;6;1;5.0
7354;2499;4;3;22.0
7355;2499;6;2;5.0
7356;2500;4;2;22.0
7357;2500;8;3;3.5
7358;2501;2;1;18.0
7359;2501;10;3;8.0
7360;2501;8;2;3.5
7361;2501;11;3;10.0
7362;2501;9;2;12.0
7363;2502;10;1;8.0
7364;2503;2;3;18.0
7365;2503;9;3;12.0
7366;2504;3;2;20.0
7367;2504;8;1;3.5
7368;2505;4;1;22.0
7369;2505;2;3;18.0
7370;2505;7;1;7.0
7371;2505;6;2;5.0
7372;2506;5;3;25.0
7373;2506;5;3;25.0
7374;2507;10;1;8.0
7375;2507;10;2;8.0
7376;2508;6;2;5.0
7377;2508;11;3;10.0
7378;2508;10;1;8.0
7379;2508;3;3;20.0
7380;2508;2;3;18.0
7381;2509;6;2;5.0
7382;2510;4;3;22.0
7383;2510;13;3;7.5
7384;2510;5;3;25.0
7385;2511;7;2;7.0
7386;2512;2;1;18.0
7387;2512;4;2;22.0
7388;2512;5;2;25.0
7389;2512;7;1;7.0
7390;2513;6;1;5.0
7391;2514;5;1;25.0
7392;2514;7;2;7.0
7393;2515;6;1;5.0
7394;2515;3;1;20.0
7395;2515;6;1;5.0
7396;2515;5;3;25.0
7397;2516;12;1;9.0
7398;2517;9;1;12.0
7399;2517;3;1;20.0
7400;2517;5;3;25.0
7401;2517;12;3;9.0
7402;2518;9;2;12.0
7403;2518;1;3;15.0
7404;2518;4;1;22.0
7405;2519;10;1;8.0
7406;2520;6;2;5.0
7407;2520;5;3;25.0
7408;2521;5;3;25.0
7409;2521;12;3;9.0
7410;2521;9;2;12.0
7411;2521;4;1;22.0
7412;2522;11;3;10.0
7413;2522;3;2;20.0
7414;2522;4;2;22.0
7415;2522;11;1;10.0
7416;2522;1;2;15.0
7417;2523;1;1;15.0
7418;2523;8;2;3.5
7419;2523;12;3;9.0
7420;2523;5;3;25.0
7421;2524;1;2;15.0
7422;2524;8;3;3.5
7423;2524;8;1;3.5
7424;2524;8;2;3.5
7425;2524;6;3;5.0
7426;2525;3;1;20.0
7427;2525;6;2;5.0
7428;2526;6;2;5.0
7429;2526;4;1;22.0
7430;2526;6;2;5.0
7431;2527;13;2;7.5
7432;2527;11;1;10.0
7433;2527;9;1;12.0
7434;2527;7;3;7.0
7435;2527;8;1;3.5
7436;2528;8;1;3.5
7437;2528;11;2;10.0
7438;2528;2;3;18.0
7439;2529;11;3;10.0
7440;2529;12;1;9.0
7441;2529;4;2;22.0
7442;2529;5;3;25.0
7443;2530;3;1;20.0
7444;2530;8;2;3.5
7445;2531;5;2;25.0
7446;2531;3;1;20.0
7447;2531;9;1;12.0
7448;2531;3;3;20.0
7449;2531;7;2;7.0
7450;2532;10;1;8.0
7451;2532;13;2;7.5
7452;2532;12;1;9.0
7453;2532;6;1;5.0
7454;2533;13;3;7.5
7455;2534;8;2;3.5
7456;2534;9;2;12.0
7457;2534;7;1;7.0
7458;2534;9;1;12.0
7459;2535;12;1;9.0
7460;2535;7;3;7.0
7461;2535;8;3;3.5
7462;2536;9;2;12.0
7463;2536;6;2;5.0
7464;2537;4;3;22.0
7465;2537;9;2;12.0
7466;2538;10;3;8.0
7467;2538;9;1;12.0
7468;2538;12;1;9.0
7469;2538;7;3;7.0
7470;2539;10;2;8.0
7471;2540;5;2;25.0
7472;2540;12;3;9.0
7473;2540;5;3;25.0
7474;2541;6;1;5.0
7475;2541;9;2;12.0
7476;2541;8;3;3.5
7477;2541;11;1;10.0
7478;2542;7;3;7.0
7479;2542;11;3;10.0
7480;2542;3;2;20.0
7481;2542;12;3;9.0
7482;2543;6;2;5.0
7483;2543;13;1;7.5
7484;2544;10;3;8.0
7485;2544;5;2;25.0
7486;2544;7;3;7.0
7487;2545;11;3;10.0
7488;2546;2;3;18.0
7489;2546;7;2;7.0
7490;2547;4;2;22.0
7491;2547;11;3;10.0
7492;2547;6;2;5.0
7493;2547;7;2;7.0
7494;2548;3;3;20.0
7495;2548;2;2;18.0
7496;2549;4;1;22.0
7497;2549;13;3;7.5
7498;2550;4;3;22.0
7499;2550;3;1;20.0
7500;2550;11;1;10.0
7501;2550;13;2;7.5
7502;2550;13;2;7.5
7503;2551;12;1;9.0
7504;2551;4;3;22.0
7505;2552;1;3;15.0
7506;2552;3;3;20.0
7507;2553;5;3;25.0
7508;2553;5;2;25.0
7509;2553;13;1;7.5
7510;2554;12;3;9.0
7511;2554;10;3;8.0
7512;2555;9;1;12.0
7513;2556;1;2;15.0
7514;2556;12;1;9.0
7515;2556;1;1;15.0
7516;2556;10;3;8.0
7517;2557;3;3;20.0
7518;2557;4;1;22.0
7519;2557;6;2;5.0
7520;2558;10;2;8.0
7521;2558;6;2;5.0
7522;2559;11;1;10.0
7523;2560;5;1;25.0
7524;2560;4;2;22.0
7525;2560;12;3;9.0
7526;2560;5;1;25.0
7527;2561;1;3;15.0
7528;2561;2;3;18.0
7529;2561;2;3;18.0
7530;2562;13;3;7.5
7531;2563;1;2;15.0
7532;2563;6;1;5.0
7533;2564;2;1;18.0
7534;2564;7;1;7.0
7535;2564;9;1;12.0
7536;2564;10;1;8.0
7537;2564;7;3;7.0
7538;2565;5;3;25.0
7539;2565;2;3;18.0
7540;2565;6;3;5.0
7541;2565;2;2;18.0
7542;2565;11;2;10.0
7543;2566;10;3;8.0
7544;2566;12;3;9.0
7545;2566;9;2;12.0
7546;2567;7;2;7.0
7547;2568;12;3;9.0
7548;2568;3;2;20.0
7549;2568;8;3;3.5
7550;2568;3;1;20.0
7551;2569;13;1;7.5
7552;2570;4;3;22.0
7553;2570;12;3;9.0
7554;2570;1;2;15.0
7555;2570;1;1;15.0
7556;2570;13;2;7.5
7557;2571;3;1;20.0
7558;2571;12;2;9.0
7559;2571;13;3;7.5
7560;2572;5;3;25.0
7561;2572;6;1;5.0
7562;2573;10;2;8.0
7563;2574;1;1;15.0
7564;2574;12;2;9.0
7565;2574;3;2;20.0
